Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_6	con_0h_7	con_2h_1	con_2h_3	con_2h_4	con_6h_1	con_6h_3	con_6h_4	con_12h_1	con_12h_3	con_12h_4	con_18h_1	con_18h_3	con_18h_4	con_24h_1	con_24h_3	con_24h_4	IKA_0h_5	IKA_0h_6	IKA_0h_7	IKA_2h_1	IKA_2h_3	IKA_2h_4	IKA_6h_1	IKA_6h_3	IKA_6h_4	IKA_12h_1	IKA_12h_3	IKA_12h_4	IKA_18h_1	IKA_18h_3	IKA_18h_4	IKA_24h_1	IKA_24h_3	IKA_24h_4
Q80TE4	Q80TE4	1	1	1	Signal-induced proliferation-associated 1-like protein 2	Sipa1l2	NA	NA	NA	NA	NA	17.5864639379503	19.005929572534	20.3497932786511	17.3280253264027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2948892916419	20.4048655935911	19.8868831429908	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4FZF3	Q4FZF3	1	1	1	Probable ATP-dependent RNA helicase DDX49	Ddx49	19.3987631788955	19.324043325347	19.2131365345551	NA	NA	NA	NA	NA	NA	19.8997232326135	19.4365434247659	19.6616230849135	20.7991198926732	20.2991562053325	20.2049835960345	NA	NA	NA	18.6951738574964	17.8208043437718	20.6121323957591	18.993492699036	NA	NA	NA	NA	NA	NA	NA	18.5765995006028	NA	NA	19.0347874192483	15.4789607146553	NA	NA
Q9D5V5	Q9D5V5	2	2	2	Cullin-5	Cul5	NA	NA	NA	NA	18.5187060285941	NA	NA	NA	NA	22.5034787541871	20.7647344432967	20.2986479356288	22.091479644193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1541692641429	NA	NA	NA	NA	NA	NA	18.9732737750643	NA	NA
Q8BZR9	Q8BZR9	2	2	2	Uncharacterized protein C17orf85 homolog		NA	19.7760769369819	NA	NA	NA	NA	NA	NA	NA	NA	21.9235648751205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3273206985741	NA	NA	NA	NA
Q9Z103	Q9Z103	3	3	3	Activity-dependent neuroprotector homeobox protein	Adnp	NA	20.1170945534292	NA	NA	NA	NA	NA	20.6173934979721	NA	20.0581939227461	20.0618054610737	20.2926369431959	NA	20.9993719317715	NA	NA	NA	NA	NA	NA	NA	18.4357506070974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8CCP0	Q8CCP0	3	3	3	Nuclear export mediator factor Nemf	Nemf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8531743765291	NA	NA	NA	NA	NA	NA	NA	18.9836031693028	NA	21.899339971009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3UU35	Q3UU35	2	2	2	Ovostatin homolog	Ovos	NA	21.5128518217939	NA	NA	NA	NA	18.4841474527514	NA	NA	NA	NA	NA	NA	NA	21.3989346993733	NA	NA	NA	19.9679858673983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52912	P52912	3	1	1	Nucleolysin TIA-1	Tia1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.9554588661086	NA	NA	18.5805143197172	NA	NA	NA	NA	NA	NA	19.6158915954494	16.617913404153	NA	NA	NA	NA	NA	NA	NA	NA	22.9597539785903	NA	NA	NA	NA	NA
Q921H8	Q921H8	2	2	1	3-ketoacyl-CoA thiolase A, peroxisomal	Acaa1a	NA	NA	NA	NA	NA	NA	18.0956719646959	18.4580560675172	21.4834120319861	NA	NA	NA	NA	NA	NA	16.2189025764057	15.9976047434535	15.7709811880512	NA	NA	NA	NA	17.4884619451542	NA	18.7963126548571	18.1060541817691	18.106053790695	18.8481475727773	NA	NA	NA	NA	NA	19.4838617631969	18.940854691205	19.5440298143392
Q8VCY6;Q8C7U1	Q8VCY6	4;1	4;1	4;1	U3 small nucleolar RNA-associated protein 6 homolog	Utp6	NA	21.511112268546	NA	20.5971092363123	NA	NA	NA	18.1907158074321	NA	NA	NA	NA	21.2075475694191	NA	NA	NA	NA	NA	18.4040566380317	NA	NA	19.8781572937811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9DCT1	Q9DCT1	3	2	2	1,5-anhydro-D-fructose reductase	Akr1e2	NA	NA	21.762248022397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6269808316451	NA	NA	NA	NA
Q8C854	Q8C854	3	3	3	Myelin expression factor 2	Myef2	NA	16.272754899321	NA	17.3822932122081	18.2375233908777	16.1408914052901	18.2683796810817	18.4437187542055	18.1664825905791	NA	NA	NA	NA	NA	NA	15.4846315813258	17.3594199467956	16.5064922361811	NA	NA	NA	18.6975375267804	18.6850578689135	18.6852491447512	19.6837755927764	18.7364628209213	19.845299196534	NA	18.9268223670817	NA	NA	NA	NA	17.9864009960661	17.9688479909811	18.9073096666363
Q78JW9	Q78JW9	1	1	1	Ubiquitin domain-containing protein UBFD1	Ubfd1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3409239495318	NA	NA	NA	NA	21.2544408009269	20.8160688171374	20.880804102289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P9Q6	Q6P9Q6	2	2	2	FK506-binding protein 15	Fkbp15	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3380939561786	20.3783307016011	19.5647175963066	19.7419142349364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2542720864708	22.085731511883	22.0989676840558	NA	NA	NA
Q921I2	Q921I2	1	1	1	Kelch domain-containing protein 4	Klhdc4	18.6795895689856	NA	NA	NA	NA	NA	NA	NA	NA	19.3720554401134	21.9028027773288	21.4122601649566	NA	18.8141257024887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2465744303866	18.2255318805887	18.4201103993117	NA	NA	NA	NA	NA	NA
Q80TH2	Q80TH2	2	2	2	Protein LAP2	Erbb2ip	NA	NA	NA	NA	NA	NA	19.6900779184748	18.7983234076344	18.5456658075735	NA	NA	NA	NA	NA	NA	19.155352284899	17.4557261843415	18.6865306129068	NA	NA	NA	NA	NA	NA	18.4033277305155	20.228978014255	18.4299336362439	NA	NA	NA	NA	NA	NA	21.2291917857561	20.9480063449469	20.495346292686
O88796	O88796	3	3	3	Ribonuclease P protein subunit p30	Rpp30	20.2512261081815	NA	NA	20.4181104478914	18.5956661935575	20.2984874219074	19.2092289343655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.0722374771688	NA	18.796045097243	NA	NA	NA	NA	17.0529753510267	NA	NA	20.3107853385072	19.3705724893372	20.6265273851612	21.5820930702755	NA	NA	NA	NA	18.088256658768
Q63829	Q63829	1	1	1	COMM domain-containing protein 3	Commd3	NA	NA	NA	NA	NA	NA	19.8629063700945	18.4727940408195	20.6863214781278	NA	NA	NA	NA	NA	NA	NA	16.7329778739691	NA	NA	NA	NA	18.3735399009497	18.2268686306872	18.9735359451688	NA	NA	20.8421561200847	NA	NA	NA	NA	NA	NA	NA	NA	19.5642272105091
Q9D967	Q9D967	2	2	2	Magnesium-dependent phosphatase 1	Mdp1	NA	NA	NA	17.9922629405452	17.9808506452315	17.816394611226	19.4305336698381	16.8404020166601	19.1177937216286	NA	NA	NA	NA	NA	NA	16.8698331400013	17.0064856072826	16.2385013774829	NA	NA	NA	17.9283602745349	19.3182127906381	16.2472993990057	20.5213102365968	19.8436659303907	18.8295148871287	NA	NA	NA	NA	NA	NA	18.4447396922635	17.7276118643559	19.3255683384431
Q8C0L0	Q8C0L0	1	1	1	Thioredoxin-related transmembrane protein 4	Tmx4	19.8293663937077	20.9374851342103	20.1083159810734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.9567783474388	19.7608419666162	19.213719289155	18.5999863446918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8VI84	Q8VI84	1	1	1	Nucleolar complex protein 3 homolog	Noc3l	20.8339625066806	NA	NA	NA	NA	NA	21.0295725288881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5798727332972	NA	19.3746216090379	NA	NA	19.1769430197509	NA	NA	NA	NA	NA	19.3653164401678	NA	NA
Q8R550	Q8R550	3	3	3	SH3 domain-containing kinase-binding protein 1	Sh3kbp1	NA	NA	20.6354955045737	NA	NA	NA	NA	16.9110312142754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2775397919108	NA	NA	NA	17.3427446651414	NA	NA	19.419331646794	NA	NA	18.8208328078191	NA	NA	NA	NA	NA	NA	NA
Q6P9R1	Q6P9R1	3	3	3	ATP-dependent RNA helicase DDX51	Ddx51	17.7369948154773	17.4800621905333	17.5286598919425	NA	NA	NA	NA	NA	NA	21.5623320636982	21.0117056300539	21.7530453104763	20.1634233695472	18.1978332761601	21.360510485324	NA	NA	NA	18.7275643751835	16.1074052565654	16.9216051942691	NA	NA	NA	NA	NA	NA	17.9451792487108	NA	NA	19.4829068462189	17.5178996177059	19.2735157089134	NA	NA	NA
Q9CYA0	Q9CYA0	2	2	2	Cysteine-rich with EGF-like domain protein 2	Creld2	20.8344763471736	19.8686132204517	20.6932136487391	NA	NA	NA	NA	NA	NA	20.1147449264509	19.6855101486283	18.9175705615218	19.4861884609827	19.0232680483121	20.2422356630765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.018402858471	NA	NA	NA	NA	NA
Q60715	Q60715	3	3	3	Prolyl 4-hydroxylase subunit alpha-1	P4ha1	NA	NA	NA	NA	NA	NA	20.4150360274891	20.2222405733006	19.4001657886209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.4524209017114	20.14470162069	18.3228034783761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8R0F5	Q8R0F5	2	2	2	RNA-binding motif protein, X-linked 2	Rbmx2	NA	NA	15.5122819744286	NA	NA	NA	NA	NA	NA	19.4396888392413	20.3865107918923	18.3837371050452	NA	NA	NA	NA	NA	NA	15.1715062233635	15.6193907811997	16.6382649735893	18.0994221279349	NA	NA	NA	NA	NA	NA	NA	NA	22.8822824681937	20.6936730373869	18.5433769981762	NA	NA	NA
O54774	O54774	2	2	2	AP-3 complex subunit delta-1	Ap3d1	NA	NA	NA	18.9334484757068	18.4214820348974	18.6752061627071	19.6561522274544	18.8547240574301	20.3045434007764	NA	NA	NA	NA	NA	NA	16.3147482710725	18.2084122832629	18.2474671118428	NA	NA	NA	17.3177915277911	16.463456637757	17.8671220753451	18.6463487808696	18.5854991159219	18.5744366271825	NA	NA	NA	NA	NA	NA	19.7934391922813	19.2454265570077	19.1699322485684
Q5HZI9	Q5HZI9	2	2	2	Solute carrier family 25 member 51	Slc25a51	NA	NA	NA	16.9692735667457	17.2805861119283	17.903509726655	19.731400441649	19.6788450815907	19.5686828970125	NA	NA	NA	NA	NA	NA	17.1690741657189	16.901035918862	17.3286538935352	NA	NA	NA	NA	NA	NA	18.3983278740869	20.8133434678096	18.8132206118855	NA	NA	NA	NA	NA	NA	20.3108004977075	19.6782038208307	19.7274879386364
P47811;Q9WUI1;Q9Z1B7;O08911;Q91Y86;Q5SUV5;Q9WTU6;Q61831;Q8VCR8;Q3UIZ8;Q6PDN3	P47811	4;1;1;1;1;1;1;1;1;1;1	4;1;1;1;1;1;1;1;1;1;1	4;1;1;1;1;1;1;1;1;1;1	Mitogen-activated protein kinase 14	Mapk14	NA	NA	NA	18.8739316500772	19.3617821127771	17.4365040679952	21.224371062053	20.0412195021195	19.7024750820734	NA	NA	NA	NA	NA	NA	NA	NA	15.6949086738643	NA	NA	NA	16.5521313455134	16.2901914871056	16.3447381724684	19.1594444417591	17.0044794757471	20.5145814615196	NA	NA	NA	NA	NA	NA	17.7213817385073	17.4932587128842	18.1044135681606
P28738	P28738	7	2	2	Kinesin heavy chain isoform 5C	Kif5c	19.5300889295307	18.9392874998004	19.9427281633912	NA	NA	NA	NA	NA	NA	NA	19.849579996711	NA	20.2861372770828	20.3729867260038	20.3779939992337	NA	NA	NA	20.9342655254952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BJ03	Q8BJ03	1	1	1	Cytochrome c oxidase assembly protein COX15 homolog	Cox15	NA	NA	NA	18.1837694535891	18.8713237044246	17.9265303646113	20.0460007876677	20.0265347881428	18.8868059236984	NA	NA	NA	NA	NA	NA	18.4015330463248	17.96285017282	18.9897957292779	NA	NA	NA	NA	18.903720349925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7511462496543	20.2276250410808	18.7959485576803
P58854	P58854	1	1	1	Gamma-tubulin complex component 3	Tubgcp3	NA	NA	NA	NA	NA	18.2457989502519	20.1986902643202	18.7272268995958	19.6817051226393	NA	NA	NA	NA	NA	NA	19.1877608748591	NA	NA	NA	NA	NA	NA	NA	NA	19.3409722172281	20.8460030357807	19.5731929801599	NA	NA	NA	NA	NA	NA	20.4505872613118	19.6847083674016	20.7913206266441
Q8CI59	Q8CI59	3	3	3	Metalloreductase STEAP3	Steap3	19.1383389821576	19.9813733921267	19.5462827247697	19.6305839406695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5332570478952	21.1723209440851	20.8813859656983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30658	P30658	1	1	1	Chromobox protein homolog 2	Cbx2	16.2355289382765	18.3386181431395	18.3732724404356	NA	NA	NA	NA	NA	NA	18.9267650746439	20.7403085818308	19.681928743031	17.3548867753831	19.3255105219342	18.3639306992407	NA	NA	NA	19.4494725271184	18.0388990159855	17.9758822489658	18.9903579351121	NA	NA	NA	NA	NA	NA	NA	NA	18.9870367006421	20.5458630484913	20.509685839115	NA	NA	NA
Q3V300	Q3V300	2	2	2	Kinesin-like protein KIF22	Kif22	NA	NA	NA	18.9290659854602	19.4037504694913	18.2806444989805	19.7551432420137	19.9632967058405	20.5248379630798	NA	18.8019575308046	NA	NA	NA	NA	17.4286230378769	16.6989402183467	17.9783297286621	NA	NA	NA	17.2626046370305	18.2712036132851	16.2039932608842	19.4070631302387	19.7176975585396	19.3727067092453	18.8349864445395	NA	NA	NA	NA	NA	18.2675997637482	18.7185840383222	16.5929037314516
Q6PDL0	Q6PDL0	2	2	2	Cytoplasmic dynein 1 light intermediate chain 2	Dync1li2	18.5841349141811	18.9354835102688	17.8261913201143	NA	NA	NA	NA	NA	NA	20.2230185871925	19.7307299240174	20.1740363150064	NA	NA	NA	NA	NA	NA	18.4558918114812	17.5194133402815	20.212807260799	17.643612515477	17.0962626350062	16.9554653309094	NA	NA	NA	NA	NA	NA	21.4819691900769	20.8355136885826	21.11884450916	NA	NA	NA
Q922L6	Q922L6	1	1	1	Negative elongation factor D	Nelfcd	NA	NA	NA	NA	NA	NA	19.2137320827803	18.599046549008	17.2240315373634	NA	NA	NA	NA	NA	NA	17.2361277156481	16.4147963370042	16.5851208775534	NA	NA	NA	18.41232892677	19.1401199902001	16.9770832243149	20.3479374617021	20.6017280063257	19.1325206192252	NA	NA	NA	NA	NA	NA	NA	NA	NA
P70362	P70362	1	1	1	Ubiquitin fusion degradation protein 1 homolog	Ufd1l	NA	NA	NA	NA	18.1380241493166	NA	20.1742056703304	19.7806484677764	20.1733275812821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.57015348577	18.8962898440021	19.0225453869866	NA	NA	19.5670962383291	NA	NA	NA	NA	NA	NA	18.6642541180805	16.7512398909341	17.5032780321755
Q8CAA7	Q8CAA7	3	3	3	Glucose 1,6-bisphosphate synthase	Pgm2l1	NA	20.677627931343	NA	NA	NA	17.079932524657	18.5403285893477	18.0848659175396	19.2596543705046	NA	19.7525138334831	NA	NA	NA	NA	17.803578629313	17.7803527958789	17.8772854163122	NA	NA	NA	NA	16.8339447300921	NA	19.5702232322629	19.2506616304257	19.7414070067121	NA	NA	NA	NA	NA	NA	19.1097814987071	19.0557943667045	18.6401447668324
Q8VHI5	Q8VHI5	1	1	1	Vitrin	Vit	NA	NA	NA	NA	NA	NA	19.9261833868202	19.9555654985323	20.3119506566067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3351613601464	19.81681992562	20.6084873503786	NA	NA	NA	NA	NA	NA	NA	NA	19.8778846560478
Q8BIJ6	Q8BIJ6	1	1	1	Isoleucine--tRNA ligase, mitochondrial	Iars2	6.53780391956174	8.19219628556893	7.46448440062399	8.00301758669166	7.62123351821249	6.97212959200192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.209353938886	21.9947866170307	21.0985753889693	NA	19.2633741996474	NA	NA	NA	NA	NA	NA	NA
Q8C0L6	Q8C0L6	1	1	1	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	Paox	NA	NA	20.4108069090233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5507047456683	NA	NA	NA	NA	21.4650823335116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8792284021202	NA	NA	NA
P97825	P97825	2	2	2	Hematological and neurological expressed 1 protein	Hn1	NA	NA	19.8648185638763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1873461105041	20.4380427511797	21.2029117755049	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06537	P06537	2	2	2	Glucocorticoid receptor	Nr3c1	17.5452119269217	17.3960418689447	18.729425692464	NA	NA	NA	NA	NA	NA	22.348788124284	20.1691993948703	22.3318428672501	NA	NA	19.0878680132747	NA	NA	NA	NA	NA	19.1126968609949	17.706646041721	NA	NA	NA	NA	NA	NA	NA	NA	21.328334668852	19.9362104996428	18.7318686830391	NA	NA	NA
O08586	O08586	2	2	2	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	Pten	NA	NA	NA	NA	NA	NA	NA	NA	22.0484929780187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7385559453233	NA	NA	18.9759587267488	NA	NA	NA	NA	NA	NA	NA	20.0687185395095	NA	NA	NA	NA
P70288	P70288	10	6	6	Histone deacetylase 2	Hdac2	NA	NA	NA	NA	20.2146670226791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6128035222768	NA	NA	19.7193473013749	NA	20.9533319824515	20.6128644397415	20.5472124657941	NA	NA	NA	18.2059976366043	16.5383443061606	17.3873155695391	NA	NA	NA
Q05186	Q05186	1	1	1	Reticulocalbin-1	Rcn1	19.2395396765655	NA	NA	NA	NA	NA	7.11374055956021	6.90660845308207	8.066093041369	9.14460187734189	7.86088645990049	7.89787962201232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BIK4	Q8BIK4	2	2	2	Dedicator of cytokinesis protein 9	Dock9	21.9513434728981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8644839473908	21.1948378967587	21.4415103547419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4805332185566	NA	NA	NA	NA	NA	NA
Q9JHW4	Q9JHW4	2	2	2	Selenocysteine-specific elongation factor	Eefsec	NA	21.9154628637972	NA	NA	NA	NA	NA	NA	NA	19.9259142576746	20.0238507542201	19.8913367764841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6426908425821	NA	NA	NA	NA
Q76KJ5	Q76KJ5	2	2	2	DNA-directed RNA polymerase I subunit RPA34	Cd3eap	16.0399125879051	14.7337613821867	17.8110389519719	18.6452479383028	NA	NA	NA	NA	NA	20.4259125328509	21.0452482180957	19.3366280064431	19.9173024507744	16.4441120264034	18.6384270804141	NA	NA	NA	17.2509287615626	16.9537050148927	18.7633604801707	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8661447715389	20.3153501056472	20.9431286195802	NA	NA	NA
Q9CQB5	Q9CQB5	2	2	2	CDGSH iron-sulfur domain-containing protein 2	Cisd2	NA	19.5585537283052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7922839136061	NA	NA	21.7771197319998	19.5260934643612	16.6999967336619	NA	18.9579706012305	NA	21.3594250100249	20.4398533187412	20.1107218203204	NA	NA	NA	20.9665468117638	NA	NA
Q8K183	Q8K183	1	1	1	Pyridoxal kinase	Pdxk	NA	NA	NA	NA	NA	NA	19.9142150320903	19.4613355425201	20.759544341424	NA	NA	NA	NA	NA	NA	NA	NA	16.1931631313522	NA	NA	NA	NA	NA	18.9718232929119	18.9194497141357	19.0499296755566	20.0261015913478	NA	NA	NA	NA	NA	NA	18.0762982452056	18.4450060865184	18.0456049805851
Q9DD18	Q9DD18	1	1	1	D-tyrosyl-tRNA(Tyr) deacylase 1	Dtd1	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6152584079682	NA	NA	19.0470290401238	19.5751491109354	19.6477231094573	NA	NA	NA	NA	NA	21.2617917489152	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1506689292306	NA	NA	NA	NA	NA
Q9CPV5	Q9CPV5	2	2	2	Polyamine-modulated factor 1	Pmf1	NA	NA	20.1575172942543	NA	NA	NA	18.186528544834	20.0949931446065	19.3730219400249	NA	NA	NA	NA	NA	19.482692728598	NA	NA	NA	NA	NA	NA	16.2285716196179	17.9234130185594	15.4467360794357	19.09521415401	19.6068558414132	19.1273044555897	NA	NA	NA	NA	20.6321635760323	NA	17.3646164120707	NA	NA
Q9WTR1	Q9WTR1	3	3	3	Transient receptor potential cation channel subfamily V member 2	Trpv2	21.0968011732901	NA	NA	NA	NA	NA	17.8946230744995	17.2162447093177	17.3304438477808	21.0391067580475	18.9904122554581	21.7428373675416	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7015434700729	NA	NA	NA	NA	17.4145405546499	NA	NA	17.3871232261691	20.8694638863313	NA	NA	17.4531560791194	NA	NA
Q61749	Q61749	3	3	3	Translation initiation factor eIF-2B subunit delta	Eif2b4	NA	NA	20.1699326145626	NA	NA	NA	19.0700726092804	19.9266225427254	19.4600140851192	18.3624381125757	19.2706176573322	19.2301956420087	21.3068942429329	19.9181412277549	19.8512535542464	18.2251544374146	17.7107155285056	16.974189510652	NA	NA	NA	NA	19.0213824434402	NA	19.0935711492833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3B7Z2	Q3B7Z2	3	3	3	Oxysterol-binding protein 1	Osbp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2824436892606	21.6885777878196	NA	NA	NA	NA	NA	NA	NA	NA	18.7933466017259	NA	NA	NA	NA	NA	NA	NA	NA	22.052320685369	21.9705721058715	22.6954772461896	NA	NA	NA
Q810V0	Q810V0	3	3	3	U3 small nucleolar ribonucleoprotein protein MPP10	Mphosph10	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1814323064317	22.0271614573308	21.5730852526921	NA	NA	21.5356738691442	NA	NA	NA	NA	NA	NA	16.0873280335454	19.581269002531	17.9399222812799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O88271	O88271	2	2	2	Craniofacial development protein 1	Cfdp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8008467505714	NA	NA	21.3164943109143	21.202053026906	21.1094272196843	NA	16.8636644342795	NA	NA	20.7349260236924	NA	NA	NA	NA	NA	NA	NA	NA	18.5436975472171	NA	NA	NA	NA	NA	NA	NA
Q9QZI9	Q9QZI9	1	1	1	Serine incorporator 3	Serinc3	20.3745567926732	20.5791295324535	19.8359847027818	21.1972220775943	NA	NA	NA	NA	NA	20.1805813391664	21.1089839720435	19.280253422118	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5121806876696	NA	NA	NA	NA	NA	NA	NA	20.0645126166752	NA	NA	18.1118912068708	NA	NA	NA
Q91W39	Q91W39	4	4	4	Nuclear receptor coactivator 5	Ncoa5	20.3249395600182	18.8474602439872	19.1588325074681	18.4134779810566	18.9074112211752	18.880901731751	NA	18.0450105669569	NA	NA	NA	19.7054522926644	NA	19.9197806103963	NA	17.4035505375229	17.1401559989842	18.6168702689471	NA	NA	19.4587212748915	18.7458601389884	NA	NA	18.7456030105499	19.6784446663753	18.8461892717989	NA	NA	NA	NA	NA	NA	20.4714110640212	19.8431135153258	19.9324454852141
Q8VHZ7	Q8VHZ7	2	2	2	U3 small nucleolar ribonucleoprotein protein IMP4	Imp4	19.5003646814165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.423547865867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1907760249211	21.3399733211767	20.5473725052658	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BNU0	Q8BNU0	2	2	2	Armadillo repeat-containing protein 6	Armc6	NA	NA	NA	18.1557114866364	NA	NA	19.6845125434103	19.8377908577141	20.5550108286115	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.0353608075755	NA	NA	18.6871310209492	18.0371915135619	19.0488446216669	20.4918931900098	19.5412858135232	20.8231286970892	NA	NA	NA	NA	NA	NA	NA	18.1294870883857	NA
Q8C0M9	Q8C0M9	2	2	2	Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain	Asrgl1	20.0883707519175	20.022822727109	20.611425698998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8444004625051	NA	NA	NA	21.1404800353025	21.8242032994207	22.3217218664844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3909312297249	NA	NA	NA
P55264	P55264	1	1	1	Adenosine kinase	Adk	17.9735902365477	18.4185629797396	18.9985003953377	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.119464336481	18.1908871088823	20.6947178952276	NA	NA	NA	19.4429206610339	19.1511740256379	21.7196048455611	20.7306398106801	NA	NA	NA	NA	NA	NA	NA	NA	22.1847151153583	19.1611146976772	17.0211078747549	NA	NA	NA
A2TJV2	A2TJV2	2	2	2	Paralemmin-3	Palm3	NA	NA	20.1353550622458	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.0387767132981	20.452646174822	19.5149969295925	NA	NA	NA	19.6913603405862	22.0939858551733	21.1530524428098	NA	NA	NA	NA	NA	NA	NA	NA	20.3045363465854	NA	NA	NA	NA	NA	NA
Q9D1R2	Q9D1R2	3	3	3	Protein KTI12 homolog	Kti12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2141225371229	NA	16.2937877812063	NA	NA	NA	NA	18.7272755456509	17.9488395513094	18.5301404694724	17.9545793823125	NA	NA	20.7072433720839	21.3953683148036	21.2079260811702	NA	NA	NA	20.0858520603596	18.7826935612632	17.5692785157798	NA	NA	NA
